Character Name,Dialogue,lines
Minerva McGonagall,So I noticed.  I would think you'd want to fill it with Potions.  Or is it no longer your ambition to become an Auror?,Minerva McGonagall: So I noticed.  I would think you'd want to fill it with Potions.  Or is it no longer your ambition to become an Auror?
Harry Potter,It is.  Or was.  But I was told I had to get an Outstanding in my,Harry Potter: It is.  Or was.  But I was told I had to get an Outstanding in my
Harry Potter,Really?  Well... brilliant.  I'll head there straight away.,Harry Potter: Really?  Well... brilliant.  I'll head there straight away.
Minerva McGonagall,Good.  And take Weasley with you. He looks far too happy over there.,Minerva McGonagall: Good.  And take Weasley with you. He looks far too happy over there.
Ron Weasley,But I don't want to take Potions!,Ron Weasley: But I don't want to take Potions!
Horace Slughorn,Harry m'boy!  I was beginning to worry!  And I see we've brought someone with us...,Horace Slughorn: Harry m'boy!  I was beginning to worry!  And I see we've brought someone with us...
Horace Slughorn,Not to worry.  You can get what you need from the cupboard.,Horace Slughorn: Not to worry.  You can get what you need from the cupboard.
Horace Slughorn,One of my best friends is Muggle- born.  She's the best in our year...,Horace Slughorn: One of my best friends is Muggle- born.  She's the best in our year...
Horace Slughorn,Ah yes...,Horace Slughorn: Ah yes...
Hermione Granger,Liquid luck.,Hermione Granger: Liquid luck.
Katie Bell,But then why don't people drink it all the time?,Katie Bell: But then why don't people drink it all the time?
Horace Slughorn,Twice.  Once when I was twenty- four.  Once when I was fifty- seven.  Two tablespoons taken at breakfast.  Two perfect days...,Horace Slughorn: Twice.  Once when I was twenty- four.  Once when I was fifty- seven.  Two tablespoons taken at breakfast.  Two perfect days...
Hermione Granger,How did you do that?,Hermione Granger: How did you do that?
Harry Potter,Crush it.  Don't cut it.,Harry Potter: Crush it.  Don't cut it.
Hermione Granger,No.  The instructions specifically say to cut.,Hermione Granger: No.  The instructions specifically say to cut.
Harry Potter,No.  Really --,Harry Potter: No.  Really --
Hermione Granger,Sh!,Hermione Granger: Sh!
Albus Dumbledore,So.  How are you?,Albus Dumbledore: So.  How are you?
Albus Dumbledore,Do you?,Albus Dumbledore: Do you?
Harry Potter,Definitely.,Harry Potter: Definitely.
Albus Dumbledore,And what of your activities outside the classroom?  Do they bring you satisfaction?,Albus Dumbledore: And what of your activities outside the classroom?  Do they bring you satisfaction?
Harry Potter,Sir?,Harry Potter: Sir?
Albus Dumbledore,I notice you spend a great deal of time with Miss Granger.  One can't help but wonder if --,Albus Dumbledore: I notice you spend a great deal of time with Miss Granger.  One can't help but wonder if --
Harry Potter,No!  I mean... she's brilliant. And we're friends.  But... no.,Harry Potter: No!  I mean... she's brilliant. And we're friends.  But... no.
Albus Dumbledore,What you see before you are memories.  In this case pertaining to one individual:  Voldemort.  Or as he was known then... Tom Riddle.,Albus Dumbledore: What you see before you are memories.  In this case pertaining to one individual:  Voldemort.  Or as he was known then... Tom Riddle.
Albus Dumbledore,This vial contains a most particular memory -- of the day I first met him.  I'd like you to see it.  If you would...,Albus Dumbledore: This vial contains a most particular memory -- of the day I first met him.  I'd like you to see it.  If you would...
Albus Dumbledore,I am not family.  But his name has been known to me since birth.,Albus Dumbledore: I am not family.  But his name has been known to me since birth.
Mrs. Cole,I see...,Mrs. Cole: I see...
Mrs. Cole,I think I should tell you.  He's a funny boy -- Tom.  Odd.  There have been incidents with the other children.  Nasty things.,Mrs. Cole: I think I should tell you.  He's a funny boy -- Tom.  Odd.  There have been incidents with the other children.  Nasty things.
Albus Dumbledore,Perhaps you could give me an example.,Albus Dumbledore: Perhaps you could give me an example.
Tom Riddle,Don't.,Tom Riddle: Don't.
Albus Dumbledore,As you wish.,Albus Dumbledore: As you wish.
Albus Dumbledore,No.  I am a Professor.,Albus Dumbledore: No.  I am a Professor.
Albus Dumbledore,Perhaps they're right.,Albus Dumbledore: Perhaps they're right.
Tom Riddle,I'm not mad.,Tom Riddle: I'm not mad.
Albus Dumbledore,Hogwarts is not a place for mad people.,Albus Dumbledore: Hogwarts is not a place for mad people.
Albus Dumbledore,It's a school.  A school of... magic.,Albus Dumbledore: It's a school.  A school of... magic.
Tom Riddle,Yes.,Tom Riddle: Yes.
Tom Riddle,I can make things move -- without touching them.  I can make animals do what I want without training them.  I can make bad things happen to people who are mean to me.  I can make them hurt... if I want.,Tom Riddle: I can make things move -- without touching them.  I can make animals do what I want without training them.  I can make bad things happen to people who are mean to me.  I can make them hurt... if I want.
Tom Riddle,Who are you?,Tom Riddle: Who are you?
Tom Riddle,Prove it.,Tom Riddle: Prove it.
Albus Dumbledore,Take it out.,Albus Dumbledore: Take it out.
Albus Dumbledore,Is there anything in that box you ought not to have?,Albus Dumbledore: Is there anything in that box you ought not to have?
Tom Riddle,I like having things that belonged to other people.  It makes me feel ... close to them.,Tom Riddle: I like having things that belonged to other people.  It makes me feel ... close to them.
Tom Riddle,I can speak to snakes too.,Tom Riddle: I can speak to snakes too.
Tom Riddle,They find me.  Whisper things.  Is that normal.  For someone like me?,Tom Riddle: They find me.  Whisper things.  Is that normal.  For someone like me?
Albus Dumbledore,It is unusual.  But not unheard of.,Albus Dumbledore: It is unusual.  But not unheard of.
Albus Dumbledore,Did I know that I had just met the most dangerous Dark Wizard of all time?  No.  Had I...,Albus Dumbledore: Did I know that I had just met the most dangerous Dark Wizard of all time?  No.  Had I...
Harry Potter,You said Professor Slughorn would try to collect me.,Harry Potter: You said Professor Slughorn would try to collect me.
Albus Dumbledore,I did.,Albus Dumbledore: I did.
Harry Potter,Do you want me to let him?,Harry Potter: Do you want me to let him?
Albus Dumbledore,Yes.,Albus Dumbledore: Yes.
Harry Potter,All right!  Queue up!  Excuse me...,Harry Potter: All right!  Queue up!  Excuse me...
Ginny Weasley,Shut It!,Ginny Weasley: Shut It!
Harry Potter,Thanks.  All right.  This morning I'll be putting you all through a few drills to assess your strengths.  But know this:  Just because you made the team last year does not guarantee you a spot this year.  Is that clear?,Harry Potter: Thanks.  All right.  This morning I'll be putting you all through a few drills to assess your strengths.  But know this:  Just because you made the team last year does not guarantee you a spot this year.  Is that clear?
Ron Weasley,Hard feelings?,Ron Weasley: Hard feelings?
Cormac McLaggen,I'll be going out for Keeper as well.  Nothing personal.,Cormac McLaggen: I'll be going out for Keeper as well.  Nothing personal.
Cormac McLaggen,Hang on.  She's his sister.  How do I know she won't toss him a floater?,Cormac McLaggen: Hang on.  She's his sister.  How do I know she won't toss him a floater?
Harry Potter,Quiet!  I'm Captain.  We do it my way.  Now line up.  On three. One.  Two... Three!,Harry Potter: Quiet!  I'm Captain.  We do it my way.  Now line up.  On three. One.  Two... Three!
Lavender Brown,Isn't he brilliant?,Lavender Brown: Isn't he brilliant?
Hermione Granger,He's vile.,Hermione Granger: He's vile.
Harry Potter,Ever heard of this spell?,Harry Potter: Ever heard of this spell?
Hermione Granger,No I have not. And if you had a shred of self-respect you would turn that book in.,Hermione Granger: No I have not. And if you had a shred of self-respect you would turn that book in.
Ron Weasley,What?,Ron Weasley: What?
Harry Potter,No.,Harry Potter: No.
Hermione Granger,Why not?,Hermione Granger: Why not?
Harry Potter,It's... old.  The binding is fragile.,Harry Potter: It's... old.  The binding is fragile.
Hermione Granger,The binding is fragile?,Hermione Granger: The binding is fragile?
Ginny Weasley,Who's the Half-Blood Prince?,Ginny Weasley: Who's the Half-Blood Prince?
Hermione Granger,The who?,Hermione Granger: The who?
Ron Weasley,The who?,Ron Weasley: The who?
Ginny Weasley,That's what it says.  Right here. 'This Book is the Property of the Half-Blood Prince.',Ginny Weasley: That's what it says.  Right here. 'This Book is the Property of the Half-Blood Prince.'
Harry Potter,The library.,Harry Potter: The library.
Ron Weasley,The library.,Ron Weasley: The library.
Harry Potter,And?,Harry Potter: And?
Hermione Granger,And... nothing.  There's no reference to the Half-Blood Prince anywhere.,Hermione Granger: And... nothing.  There's no reference to the Half-Blood Prince anywhere.
Harry Potter,Good.  That settles it then.,Harry Potter: Good.  That settles it then.
Rubeus Hagrid,Stinksap.  Burn the whiskers right off yer chin.  Trees 'ere are drippin' with it.,Rubeus Hagrid: Stinksap.  Burn the whiskers right off yer chin.  Trees 'ere are drippin' with it.
Ron Weasley,Spider?  About six feet tall?  Ten feet wide?,Ron Weasley: Spider?  About six feet tall?  Ten feet wide?
Rubeus Hagrid,Tha's the one.  He's taken ill. I'm hopin' ter nurse 'im back. Keep yer fingers crossed.,Rubeus Hagrid: Tha's the one.  He's taken ill. I'm hopin' ter nurse 'im back. Keep yer fingers crossed.
Ron Weasley,Barking.  Does he not remember that raving arachnid tried to eat us? What?,Ron Weasley: Barking.  Does he not remember that raving arachnid tried to eat us? What?
Horace Slughorn,Filius!  I was hoping to find you at the Three Broomsticks.,Horace Slughorn: Filius!  I was hoping to find you at the Three Broomsticks.
Harry Potter,Who's up for a Butterbeer?,Harry Potter: Who's up for a Butterbeer?
Harry Potter,No.  Over here.,Harry Potter: No.  Over here.
Ron Weasley,O-kay.,Ron Weasley: O-kay.
Death Eater,What'll we have?,Death Eater: What'll we have?
Hermione Granger,And snogging.,Hermione Granger: And snogging.
Ron Weasley,I'd like to leave.,Ron Weasley: I'd like to leave.
Hermione Granger,Leave?  You can't be serious.,Hermione Granger: Leave?  You can't be serious.
Ron Weasley,That happens to be my sister.,Ron Weasley: That happens to be my sister.
Hermione Granger,So?  What if she looked over here and saw you snogging me?  Would you expect her to get up and leave?,Hermione Granger: So?  What if she looked over here and saw you snogging me?  Would you expect her to get up and leave?
Ron Weasley,What're you playing at?,Ron Weasley: What're you playing at?
Harry Potter,Dumbledore asked me to... get to know him.,Harry Potter: Dumbledore asked me to... get to know him.
Ron Weasley,Get to know him?,Ron Weasley: Get to know him?
Harry Potter,Dunno.  But it must be important. Otherwise Dumbledore wouldn't ask.,Harry Potter: Dunno.  But it must be important. Otherwise Dumbledore wouldn't ask.
Ron Weasley,Um... You've got a little...,Ron Weasley: Um... You've got a little...
Ron Weasley,Bit worried about her.  Did you hear that rubbish she was talking back in the pub?  Her and me snogging.  Ha.  As if...,Ron Weasley: Bit worried about her.  Did you hear that rubbish she was talking back in the pub?  Her and me snogging.  Ha.  As if...
Leanne,Katie.  You don't know what it could be!,Leanne: Katie.  You don't know what it could be!
Hermione Granger,What's up?,Hermione Granger: What's up?
Leanne,I warned her!  I warned her not to touch it!,Leanne: I warned her!  I warned her not to touch it!
Hermione Granger,I'll get someone --,Hermione Granger: I'll get someone --
Harry Potter,There's no time!,Harry Potter: There's no time!
Rubeus Hagrid,Get back!  All o' yeh!,Rubeus Hagrid: Get back!  All o' yeh!
Rubeus Hagrid,Don' go touchin' tha' but by the wrappin's.  Unnerstan'?,Rubeus Hagrid: Don' go touchin' tha' but by the wrappin's.  Unnerstan'?
Leanne,It's like I said.  She went to the loo and when she came back she had the package.  She said it was important she deliver it.,Leanne: It's like I said.  She went to the loo and when she came back she had the package.  She said it was important she deliver it.
Minerva McGonagall,Did she say to whom?,Minerva McGonagall: Did she say to whom?
Minerva McGonagall,Severus. Is this it?,Minerva McGonagall: Severus. Is this it?
Severus Snape,What do you think?,Severus Snape: What do you think?
Severus Snape,I think Miss Bell is lucky to be alive.,Severus Snape: I think Miss Bell is lucky to be alive.
Minerva McGonagall,Yes.  She was cursed.,Minerva McGonagall: Yes.  She was cursed.
Harry Potter,It was Malfoy.,Harry Potter: It was Malfoy.
Severus Snape,Indeed.  Your evidence?,Severus Snape: Indeed.  Your evidence?
Harry Potter,I... just... know.,Harry Potter: I... just... know.
Minerva McGonagall,I suggest you return to your dormitory.  All of you.,Minerva McGonagall: I suggest you return to your dormitory.  All of you.
Ron Weasley,What do you suppose Dean sees in her?  Ginny.,Ron Weasley: What do you suppose Dean sees in her?  Ginny.
Harry Potter,What does she see in him?,Harry Potter: What does she see in him?
Ron Weasley,Dean?  He's brilliant.,Ron Weasley: Dean?  He's brilliant.
